_l;Zone d'Emploi;name;name2;;Revenus fiscaux des ménages 2009 : nombre de ménages fiscaux;Revenus fiscaux des ménages 2009 : nombre de personnes dans les ménages fiscaux;Revenus fiscaux des ménages 2009 : part des ménages fiscaux imposés;Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Quartile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 4ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 5ème Décile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 6ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 7ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 8ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 9ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : Rapport inter-déciles (sans unité);Revenus fiscaux des ménages 2009 : part des revenus salariaux (%);Revenus fiscaux des ménages 2009 : part des pensions; retraites; rentes (%);Revenus fiscaux des ménages 2009 : part des revenus des professions non-salariées (%);Revenus fiscaux des ménages 2009 : part des autres revenus (%);Chomage_2003;Chomage_2004;Chomage_2005;Chomage_2006;Chomage_2007;Chomage_2008;Chomage_2009;Chomage_2010;Chomage_2003_2010;Agriculture;Industrie;Construction;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;Agriculture%;Industrie%;Construction%;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;POP_TOT_99;POP_TOT_09;EVOL_POP_99_09;POP_M20A_P60A_09;POP_20A59A_09;TAUX_DEP_ECO_09;POP_M20A_09;POP_P60A_09;INDIC_JEUN_09;REV_ PAR_UC_MED_09;REV_ PAR_UC_D1_09;POP_ACT_15A64A_09;POP_15A64A_09;TX_ACT_09;POP_ACT_EMP_15A64A_09;POP_15A64A_09;TX_EMP_15A64A_09;POP_ACT_EMP_55A64A_09;POP_55A64A_09;TX_EMP_55A64A_09;POP_F_EMP_15A64A_09;POP_F_15A64A_09;TX_EMP_F_15A64A_09;EST_EMP_98;EST_EMP_09;EVOL_EST_EMP_98_09;TX_CHOM_T1_03;TX_CHOM_T4_11;EVOL_ TX_CHOM_T1_03_T4_11;DE_A_11;DE_ABC_11;PART_F_DE_ABC_11;PART_J_DE_ABC_11;PART_LD_DE_ABC_11;POP_15A64A_09_p;ZONE_OUT
[ 45.09501055013964 , 5.090581476214351];8207;Romans-sur-Isère;Romans-sur-Isère;83762;35234;84513.5;53.95;11246;17091;23650;6166;9828;12533;14950;17091;19382;22063;25645;32498;5.27;61.24;26.49;5.79;6.48;10.6;;10.4;10.4;10.4;9.3;8.9;10.8;10.7;10.4;0;302;6090;2323;9565;8017;26297;3467;29764;1.15;23.16;8.83;36.37;30.49;26297.00;3467.00;29764.00;75,801;83,767;1.0;41316;42451;97.3;21,812;19,504;111.8;17091;6166;37805;52,585;71.9;33,160;52,585;63.1;3,903;10,609;36.8;15,688;26,615;58.9;27,510;29,764;0.7;10.5;10.3;-0.2;4,223;6,499;53.2;16.6;40.5;1.5930;
[ 44.82523396104636 , 4.918703735630058];8208;Valence;Valence;338293;143648;336522.5;55.26;11875;17512;24277;7001;10503;13096;15334;17512;19845;22572;26370;33174;4.74;60.53;27.24;5.7;6.54;8.8;;9;8.9;8.6;7.8;7.5;9;9.1;9.1;0.1;1739;23722;8313;50571;44653;128998;15268;144266;1.35;18.39;6.44;39.20;34.62;128998.00;15268.00;144266.00;315,318;338,319;0.7;165718;172601;96.0;83,302;82,416;101.1;17512;7001;154585;214,725;72.0;137,199;214,725;63.9;16,253;44,201;36.8;64,480;107,733;59.9;132,543;144,266;0.8;8.6;9.5;0.9;15,929;24,027;51.8;16.7;39.0;1.5756;
[ 45.60728642652775 , 5.36799438310219];8209;Bourgoin-Jallieu;Bourgoin-Jallieu;209255;80976;209655;59.36;12705;18424;25027;7829;11345;13955;16246;18424;20716;23437;26998;33363;4.26;70.1;20.83;4.41;4.66;7.6;;7.8;7.9;7.5;7.1;6.5;9;9;8.7;0.9;207;15330;4318;31930;16365;68150;7086;75236;0.30;22.49;6.34;46.85;24.01;68150.00;7086.00;75236.00;177,223;209,267;1.7;98233;111034;88.5;60,722;37,511;161.9;18424;7829;101273;135,977;74.5;90,818;135,977;66.8;8,775;23,769;36.9;41,957;67,839;61.8;63,667;75,236;1.7;7.3;9;1.7;9,190;14,007;54.5;18.7;36.4;1.5390;
[ 45.120612991062686 , 5.72024759064497];8210;Grenoble;Grenoble;790736;328540;777783;63.15;13455;19781;27649;8111;11965;14817;17332;19781;22464;25639;30020;37703;4.65;65.73;23.45;4.78;6.05;7.5;;7.7;7.6;7.4;6.8;6.3;8.1;7.9;7.6;-0.1;785;57813;17935;138859;105128;320520;30776;351296;0.24;18.04;5.60;43.32;32.80;320520.00;30776.00;351296.00;741,263;790,715;0.6;366075;424640;86.2;198,608;167,467;118.6;19781;8111;375697;520,437;72.2;340,892;520,437;65.5;38,563;91,781;42.0;161,900;260,155;62.2;315,711;351,296;1.0;7.4;7.7;0.3;30,558;45,799;51.0;16.7;34.4;1.5193;
[ 45.37933497089983 , 4.915742254264003];8211;Vienne - Roussillon;Vienne - Roussillon;214931;87336;216685.5;57.95;12367;18173;24813;7334;10986;13629;15978;18173;20529;23243;26845;33248;4.53;64.34;24.57;5.25;5.84;7.4;;7.5;7.8;7.8;7;6.5;8.3;8.3;8.2;0.7;703;15803;5535;23591;17597;63229;8644;71873;1.11;24.99;8.75;37.31;27.83;63229.00;8644.00;71873.00;189,022;214,934;1.3;104367;110567;94.4;56,643;47,724;118.7;18173;7334;99699;135,919;73.4;89,680;135,919;66.0;9,423;26,298;35.8;40,791;67,922;60.1;65,344;71,873;0.9;7.2;8.1;0.9;8,764;13,396;55.7;18.2;36.9;1.5813;
[ 46.03550943677504 , 4.024635847037511];8212;Roanne;Roanne;138799;61147;137446.5;53.12;12009;17013;22845;7183;10691;13168;15157;17013;19038;21393;24711;30735;4.28;57.29;31.24;5.29;6.18;9;;9.3;9;8.8;8.4;7.8;9.7;9.6;9.3;0;128;10243;2958;16078;15585;44992;6129;51121;0.28;22.77;6.57;35.74;34.64;44992.00;6129.00;51121.00;136,581;138,790;0.2;71529;67261;106.3;32,114;39,415;81.5;17013;7183;59690;85,016;70.2;53,201;85,016;62.6;6,273;19,768;31.7;25,192;42,649;59.1;52,063;51,121;-0.2;8.7;9.5;0.8;5,900;9,135;52.3;17.3;41.1;1.6325;
[ 46.07704691565196 , 4.701375537027818];8213;Villefranche-sur-Saône;Villefranche-sur-Saône;241012;95310;241896;61.51;13379;19375;26740;8241;11968;14689;17047;19375;21915;24883;28984;36781;4.46;66.04;21.94;5.23;6.79;6.1;;6.3;6.1;5.9;5.4;5;6.7;6.6;6.3;0;1136;14485;5919;29516;19161;70217;11445;81662;1.62;20.63;8.43;42.04;27.29;70217.00;11445.00;81662.00;210,044;241,000;1.4;115578;125422;92.2;66,776;48,801;136.8;19375;8241;115357;154,096;74.9;105,943;154,096;68.8;11,577;28,672;40.4;49,783;76,890;64.7;76,636;81,662;0.6;5.9;6.4;0.5;8,107;12,485;53.2;16.3;31.9;1.5640;
[ 45.789351381335386 , 4.751421312910989];8214;Lyon;Lyon;1708365;707066;1671087.5;64.09;12629;19685;28258;6895;10937;14159;16971;19685;22590;26067;30915;39761;5.77;67.05;22.16;4.74;6.05;8;;8.4;8.2;8.1;7.4;6.6;8.6;8.7;8.5;0.1;1514;118814;46173;402285;234662;803448;61523;864971;0.19;14.79;5.75;50.07;29.21;803448.00;61523.00;864971.00;1,582,792;1,708,345;0.8;781908;926437;84.4;440,027;341,881;128.7;19685;6895;816968;1,132,013;72.2;730,579;1,132,013;64.5;80,794;187,127;43.2;352,363;578,912;60.9;757,742;864,971;1.3;7.7;8.7;1;77,134;115,454;48.6;15.4;35.0;1.5091;
[ 45.541851804745484 , 6.641167232195334];8215;Tarentaise;Tarentaise;107833;46580;107573;61.59;13220;18696;25436;8386;11858;14376;16539;18696;21017;23779;27464;34297;4.09;60.46;21.69;8.78;9.07;7;;7.1;7;7;6.5;5.8;7.9;8.1;7.8;0.7;95;5760;3409;32206;9860;51330;9670;61000;0.19;11.22;6.64;62.74;19.21;51330.00;9670.00;61000.00;98,737;107,850;0.9;49221;58629;84.0;26,448;22,773;116.1;18696;8386;54469;70,661;77.1;51,228;70,661;72.5;5,496;12,933;42.5;23,170;34,282;67.6;53,447;61,000;1.3;7;7.8;0.8;3,410;5,260;53.1;16.0;23.2;1.5263;
[ 45.652468728276396 , 5.8558035349839415];8216;Chambéry;Chambéry;274811;117269;273504;62.16;13488;19568;26907;8311;12029;14769;17180;19568;22067;25043;29168;36820;4.43;61.82;25.38;5.78;7.02;7;;7.1;7;6.7;6;5.7;7.6;7.9;7.6;0.5;763;16166;7543;45630;38125;108227;11420;119647;0.70;14.94;6.97;42.16;35.23;108227.00;11420.00;119647.00;246,518;274,830;1.1;130981;143849;91.1;67,748;63,233;107.1;19568;8311;128652;177,399;72.5;117,115;177,399;66.0;13,710;34,279;40.0;55,365;89,070;62.2;101,943;119,647;1.6;7;7.4;0.4;10,728;15,950;51.4;16.0;30.9;1.5492;
[ 45.27092961364264 , 6.597027274518853];8217;Maurienne;Maurienne;40597;17593;39697;61.98;13426;18776;25115;9098;12300;14587;16684;18776;21033;23565;27009;33293;3.66;59.4;26.38;7.75;6.47;5.6;;5.9;5.7;5.6;5.4;5.4;7.2;7.2;7.1;1.2;28;2782;1233;8468;3381;15892;2641;18533;0.18;17.51;7.76;53.28;21.27;15892.00;2641.00;18533.00;38,762;40,629;0.5;19466;21163;92.0;9,134;10,332;88.4;18776;9098;19689;25,900;76.0;18,564;25,900;71.7;2,126;5,403;39.3;8,459;12,585;67.2;16,751;18,533;1.0;5.7;7.3;1.6;1,115;1,827;54.9;15.0;26.4;1.5687;
[ 45.84055370285554 , 6.164217593021922];8218;Annecy;Annecy;268610;114049;270388.5;66.36;14853;21216;29251;9484;13376;16190;18715;21216;23908;27153;31884;40942;4.32;65.57;21.23;5.36;7.85;6.3;;6.4;6.2;5.8;5.1;4.6;6.8;6.9;6.4;0;354;19725;7879;49689;33358;111005;13602;124607;0.32;17.77;7.10;44.76;30.05;111005.00;13602.00;124607.00;239,350;268,615;1.2;123468;145147;85.1;67,565;55,904;120.9;21216;9484;135384;177,704;76.2;125,312;177,704;70.5;14,114;32,541;43.4;58,982;88,061;67.0;112,434;124,607;1.0;6.3;6.5;0.2;9,420;14,474;52.1;14.0;32.6;1.5116;
[ 46.14710043274678 , 6.135942346306477];8219;Genevois Français;Genevois Français;361465;145336;349447;52.36;14314;23293;35905;7247;12319;16138;19666;23293;27436;32633;39835;52170;7.2;77.24;14.58;3.58;4.6;5.4;;5.7;5.7;5.6;5.1;5;7.3;7.5;7;1.3;573;14008;6007;37120;24482;82190;12023;94213;0.70;17.04;7.31;45.16;29.79;82190.00;12023.00;94213.00;295,454;361,451;2.0;157969;203482;77.6;96,259;61,710;156.0;23293;7247;189511;243,291;77.9;173,141;243,291;71.2;19,194;41,267;46.5;80,700;122,428;65.9;88,602;94,213;0.6;5.2;7.4;2.2;14,502;19,123;50.5;11.7;30.5;1.4857;
[ 46.061900930098105 , 6.676076006320175];8220;Vallée de l'Arve;Vallée de l'Arve;57418;23375;59907.5;62.63;12550;18741;25939;7395;11039.5;13953;16395;18741;21247;24216;28011;35052;4.74;69.61;19.17;4.42;6.79;6.5;;6.5;6.8;7.3;6.7;7.4;12.4;11;9.4;2.9;14;10431;1231;9045;3933;24654;2696;27350;0.06;42.31;4.99;36.69;15.95;24654.00;2696.00;27350.00;53,028;57,420;0.8;25825;31595;81.7;15,184;10,641;142.7;18741;7395;29802;38,043;78.3;26,559;38,043;69.8;2,806;6,480;43.3;12,052;18,441;65.4;30,715;27,350;-1.0;6.4;10.1;3.7;2,944;4,676;54.9;15.5;35.1;1.5094;
[ 45.8945675301652 , 6.74387103132348];8221;Mont Blanc;Mont Blanc;61372;26841;61883.5;64.21;14019;19612;26971;9316;12739;15196;17396;19612;22112;25071;29393;38086;4.09;60.62;20.31;9.02;10.05;5.3;;5.2;5.1;4.9;4.6;4.2;5.8;6.3;5.7;0.5;24;1889;2166;15091;6060;25230;5710;30940;0.10;7.49;8.59;59.81;24.02;25230.00;5710.00;30940.00;58,579;61,378;0.5;28232;33146;85.2;15,217;13,015;116.9;19612;9316;31240;40,214;77.7;29,782;40,214;74.1;3,480;7,558;46.0;14,029;20,010;70.1;27,455;30,940;1.2;5.3;5.8;0.5;1,545;2,372;50.5;14.5;20.4;1.5263;
[ 46.28709035159364 , 6.659492398372591];8222;Chablais;Chablais;91366;38860;90173.5;62.29;14051;20754;29580;8785;12565;15442;18110;20754;23740;27323;32480;41421;4.71;66.64;20.48;6.01;6.87;7;;7;7;6.8;6.2;6;7.7;8.2;7.9;0.9;80;3799;2441;15967;8339;30626;5053;35679;0.26;12.40;7.97;52.14;27.23;30626.00;5053.00;35679.00;78,285;91,357;1.6;42917;48440;88.6;22,933;19,985;114.8;20754;8785;45302;59,271;76.4;41,783;59,271;70.5;4,763;10,958;43.5;19,602;29,884;65.6;31,473;35,679;1.2;7;8.4;1.4;3,829;5,554;52.4;15.1;28.0;1.5414;
[ 46.41976075264397 , 2.6737902285273925];8301;Montluçon;Montpellier;615834;52345;110235.5;52.45;11242;16680;22931;6171;9878;12419;14591;16680;18848;21399;24739;30655;4.97;53.57;34.97;6;5.46;9.1;;9.8;9.6;9.6;8.8;8.2;10.4;10.5;10.6;0.8;255;7831;2478;12523;12453;35540;4632;40172;0.72;22.03;6.97;35.24;35.04;35540.00;4632.00;40172.00;113,387;111,720;-0.1;56906;54814;103.8;22,936;33,970;67.5;16680;6171;47871;68,648;69.7;42,175;68,648;61.4;5,318;16,160;32.9;19,693;34,220;57.5;41,576;40,172;-0.3;9.1;10.6;1.5;5,146;7,992;52.1;18.4;44.3;1.6274;
[ 46.51415828459463 , 3.389836472216367];8302;Moulins;Moulins;99791;44981;98340;52.87;11463;16762;23038;6693;10177;12632;14730;16762;18965;21490;24935.5;30954;4.62;55.9;31.69;6.34;6.07;6.6;;7;7.2;7.3;6.6;6.2;7.9;8.3;8.2;1.2;628;4863;2137;12479;15082;35189;4967;40156;1.78;13.82;6.07;35.46;42.86;35189.00;4967.00;40156.00;101,239;99,815;-0.1;49840;49975;99.7;21,052;28,788;73.1;16762;6693;44272;62,216;71.2;40,072;62,216;64.4;5,353;14,766;36.3;19,032;30,954;61.5;38,559;40,156;0.4;6.6;8;1.4;3,881;6,011;52.4;17.6;43.1;1.6043;
[ 46.18247296361303 , 3.4047256847945424];8303;Vichy;Vichy;131513;61449;130278;51.7;11377;16725;23255;6545;10074;12550;14665;16725;18967;21618;25212;32009;4.89;53.67;34.19;6.01;6.14;9.2;;9.7;9.7;9.9;9.1;8.5;10.4;10.5;10.3;0.6;451;7895;2729;16360;13101;40536;6076;46612;1.11;19.48;6.73;40.36;32.32;40536.00;6076.00;46612.00;129,989;131,511;0.1;68243;63268;107.9;27,670;40,573;68.2;16725;6545;55487;79,351;69.9;48,863;79,351;61.6;6,372;18,541;34.4;23,056;40,246;57.3;46,203;46,612;0.1;9.1;10.7;1.6;5,877;9,192;52.1;17.1;44.3;1.6573;
[ 44.89270509392091 , 2.3894693496270465];8304;Aurillac;Aurillac;82741;37132;81148;52.88;11775;17140;23578;7485;10574;12923;15088;17140;19287;21958;25469;31793;4.25;54.94;30.44;7.6;7.03;5.7;;6.1;6.3;6.4;5.7;5.3;6.4;6.1;6.3;0.2;293;3539;2356;10974;12936;30098;5171;35269;0.97;11.76;7.83;36.46;42.98;30098.00;5171.00;35269.00;82,080;82,746;0.1;40859;41887;97.5;17,083;23,776;71.9;17140;7485;37609;51,818;72.6;34,674;51,818;66.9;4,236;11,623;36.4;16,571;25,888;64.0;33,923;35,269;0.4;5.7;6.6;0.9;2,543;4,113;57.0;18.3;37.1;1.5969;
[ 45.25161342273149 , 2.531514803897833];8305;Mauriac;Mauriac;29987;13896;28868.5;43.92;10340;15027;20777;6517;9322;11291;13096;15027;16946;19316;22599;28636;4.39;44.79;36.76;11.08;7.37;5.9;;6.1;6.1;6;5.4;5;5.6;5.5;5.6;-0.5;185;1152;752;2073;2567;6729;2800;9529;2.75;17.12;11.18;30.81;38.15;6729.00;2800.00;9529.00;32,214;29,960;-0.7;15785;14175;111.4;5,008;10,777;46.5;15027;6517;12482;17,514;71.3;11,549;17,514;65.9;1,537;4,591;33.5;5,182;8,395;61.7;9,353;9,529;0.2;5.8;5.7;-0.1;803;1,233;56.3;16.5;31.1;1.7106;
[ 45.04707705735157 , 3.0102600987432524];8306;Saint-Flour;Saint-Flour;35715;15562;34264.5;44.24;10418;15118;21037;6363;9317;11401;13164;15118;17185;19607;22701;28981;4.55;49.93;31.04;10.98;8.05;5.6;;6;5.9;6;5.7;5.2;6.2;5.8;6;0;208;1174;1046;3231;3703;9362;3917;13279;2.22;12.54;11.17;34.51;39.55;9362.00;3917.00;13279.00;36,478;35,674;-0.2;17680;17994;98.3;6,823;10,857;62.8;15118;6363;16274;22,007;73.9;15,142;22,007;68.8;1,933;5,099;37.9;6,798;10,533;64.5;12,708;13,279;0.4;5.7;6.2;0.5;1,011;1,571;59.4;17.4;32.1;1.6211;
[ 45.151658474086275 , 3.4481691814178923];8307;Brioude;Brioude;44163;20023;43673.5;46.09;10399;15361;21252;6030;9217;11418;13400;15361;17438;19848;22904;28371;4.7;51.87;34.52;7.25;6.36;7.2;;7.6;7.5;7.8;7.5;7;8.4;8;8.2;0.6;117;3603;832;3585;4060;12197;3152;15349;0.96;29.54;6.82;29.39;33.29;12197.00;3152.00;15349.00;42,919;44,165;0.3;22520;21645;104.0;9,185;13,336;68.9;15361;6030;19171;26,783;71.6;17,226;26,783;64.3;2,053;6,282;32.7;7,774;12,999;59.8;14,675;15,349;0.4;7;9;2;1,650;2,920;54.6;21.1;42.4;1.6490;
[ 45.03774848887784 , 3.8624880462755287];8308;Le Puy-en-Velay;Le Puy-en-Velay;90944;39727;89205;51.91;11557;16853;23268;6885;10366;12700;14753;16853;19070;21682.5;25272;31461;4.57;56.59;29.49;7.42;6.51;7;;7.1;7.1;7.4;6.7;6.2;7.2;7.3;7.2;0.1;192;4255;2285;10917;14071;31720;5225;36945;0.61;13.41;7.20;34.42;44.36;31720.00;5225.00;36945.00;88,134;90,980;0.3;45482;45498;100.0;20,959;24,523;85.5;16853;6885;40470;56,836;71.2;36,832;56,836;64.8;4,442;12,720;34.9;17,333;28,151;61.6;34,721;36,945;0.6;6.9;7.5;0.6;3,302;5,328;51.2;18.8;37.9;1.6008;
[ 45.52896622510207 , 3.7077136551226912];8309;Ambert;Ambérieu-en-Bugey;93126;9558;20654.5;48.57;11171;16177;22605;7131;10110;12253;14224;16177;18459;21137;24654;31037;4.35;53.21;34.37;6.16;6.26;6.6;;7;6.9;7.6;7;6.5;8.1;8.5;8;1;16;2180;480;1711;1925;6312;1150;7462;0.25;34.54;7.60;27.11;30.50;6312.00;1150.00;7462.00;21,728;20,987;-0.3;10835;10152;106.7;4,181;6,654;62.8;16177;7131;8921;12,673;70.4;8,080;12,673;63.8;964;3,070;31.4;3,651;6,170;59.2;7,538;7,462;-0.1;6.5;8;1.5;685;1,163;53.5;14.9;44.4;1.6560;
[ 45.79292153307921 , 2.942115147262692];8310;Clermont-Ferrand;Clermont-Ferrand;513520;224226;494256.5;59.78;12811;18866;26159;7593;11350;14131;16537;18866;21395;24340;28383;35568;4.68;62.46;26.46;5.39;5.69;7.1;;7.5;7.5;7.6;7.1;6.7;8.3;8.5;8.2;0.7;1140;30184;12380;84718;73804;202226;20868;223094;0.56;14.93;6.12;41.89;36.50;202226.00;20868.00;223094.00;489,777;513,533;0.5;234661;278872;84.1;114,574;120,086;95.4;18866;7593;241447;343,136;70.4;217,514;343,136;63.4;26,824;68,451;39.2;103,569;172,963;59.9;211,953;223,094;0.5;7;8.3;1.3;20,469;32,615;53.0;17.6;41.0;1.4966;
[ 45.47333434848786 , 3.260248464283352];8311;Issoire;Issoire;46164;20972;46242;52.7;11826;17091;23038;7420;10560;13012;15051;17091;19210;21531;24777;30469;4.11;56.78;31.62;5.72;5.88;8;;8.1;8;8.4;7.9;7.6;9.2;8.9;8.8;0.7;96;3991;760;4290;4053;13190;2464;15654;0.73;30.26;5.76;32.52;30.73;13190.00;2464.00;15654.00;43,226;46,186;0.7;23004;23182;99.2;10,032;12,973;77.3;17091;7420;20518;28,739;71.4;18,209;28,739;63.4;2,107;6,463;32.6;8,158;14,116;57.8;14,356;15,654;0.8;7.9;9;1.1;1,981;3,309;56.5;16.0;44.8;1.6071;
[ 45.86151734618303 , 3.5660112287316403];8312;Thiers;Thiers;45900;20819;47213;49.02;11008;16118.5;22080;6388;9680;12204;14213;16118.5;18119;20614;23863;29842;4.67;58.28;31.22;5.56;4.93;8.9;;10;9.5;9.7;8.9;8.1;10.5;10.4;10;0;56;4742;761;4251;3845;13655;2043;15698;0.41;34.73;5.57;31.13;28.16;13655.00;2043.00;15698.00;46,715;45,902;-0.2;22678;23224;97.7;10,170;12,509;81.3;16119;6388;20273;28,801;70.4;17,621;28,801;61.2;2,109;6,686;31.5;8,063;14,230;56.7;18,801;15,698;-1.5;8.3;10.1;1.8;2,174;3,588;52.4;17.1;45.8;1.5938;
[ 43.25499263739141 , 2.384733605969609];9101;Carcassonne;Carcassonne;121751;52623;119007;49.73;9875;15838;22797;4103;8361;11185;13495;15838;18273;21067;24737;30953;7.54;56.06;31.66;6.36;5.92;9.2;;9.8;9.9;10;9.5;9.3;11.2;12.1;12.2;2.4;907;2228;2547;15208;23584;44474;5751;50225;2.04;5.01;5.73;34.20;53.03;44474.00;5751.00;50225.00;109,610;121,734;1.1;61259;60475;101.3;28,329;32,930;86.0;15838;4103;52536;75,334;69.7;44,644;75,334;59.3;5,695;16,279;35.0;21,081;38,456;54.8;45,559;50,225;0.9;9.2;12.2;3;7,271;10,186;53.2;15.4;39.1;1.6159;
[ 42.9331893088932 , 2.183475502789282];9102;Limoux;Limoux;44313;19325;41869;43.88;9539;14869;20936;4519;8245;10716;12901;14869;16996;19451;22695;28471;6.3;47.37;39.2;7.04;6.4;8.6;;9.2;9.4;9.7;9.1;8.6;10;10.7;11.6;2.4;404;1196;702;3020;4141;9463;2714;12177;4.27;12.64;7.42;31.91;43.76;9463.00;2714.00;12177.00;41,465;44,384;0.7;23435;20949;111.9;8,787;14,649;60.0;14869;4519;17683;26,504;66.7;15,009;26,504;56.6;2,122;6,845;31.0;6,958;13,196;52.7;12,314;12,177;-0.1;8.6;12.4;3.8;2,447;3,420;53.0;15.1;35.3;1.6746;
[ 43.0695609178857 , 2.823782322884594];9103;Narbonne;Narbonne;154126;69311;151502.5;48.56;9900;15594;22335;4554;8453;11152;13409;15594;17926;20705;24285;30817;6.77;50.96;35.41;7.11;6.53;11.9;;12.5;12.5;12.9;11.9;11.3;13.3;13.9;14.1;1.6;999;3042;3252;20593;13760;41646;8164;49810;2.40;7.30;7.81;49.45;33.04;41646.00;8164.00;49810.00;129,192;154,139;1.8;79418;74721;106.3;34,112;45,306;75.3;15594;4554;63279;94,618;66.9;53,064;94,618;56.1;6,267;22,294;28.1;24,660;48,322;51.0;38,375;49,810;2.7;12;14.4;2.4;9,862;13,534;51.8;16.8;35.2;1.6291;
[ 44.19382900982585 , 4.1095930598868975];9104;Alès;Alès;142759;63803;141132.5;45.68;9368;15153;21729;3783;7843;10702;13009;15153;17438.5;20131;23642;29937;7.91;51.79;35.93;5.99;6.28;14;;14.1;14.1;14.6;13.6;12.6;14.5;14.6;15;0.9;342;4765;2633;14678;13845;36263;6139;42402;0.94;13.14;7.26;40.48;38.18;36263.00;6139.00;42402.00;129,683;142,796;1.0;73398;69398;105.8;31,220;42,178;74.0;15153;3783;57714;87,090;66.3;47,323;87,090;54.3;6,037;20,387;29.6;21,797;44,418;49.1;37,248;42,402;1.3;14.3;15.5;1.2;9,194;12,479;51.3;15.8;39.3;1.6396;
[ 44.17604113146387 , 4.525058544480485];9105;Bagnols-sur-Cèze;Bagnols-sur-Cèze;64793;27692;66135.5;55.02;10916;17245;24486;5639;9463;12278;14856;17245;19791;22688;26546;33073;5.87;61.82;27.45;5.38;5.35;10.6;;10.9;11;10.9;10;9.5;11.1;11.1;11.2;0.3;411;4974;1999;9002;5547;21933;2921;24854;1.87;22.68;9.11;41.04;25.29;21933.00;2921.00;24854.00;59,817;64,804;0.8;31462;33342;94.4;15,323;16,139;94.9;17245;5639;28566;41,021;69.6;24,698;41,021;60.2;2,735;8,391;32.6;10,720;20,368;52.6;22,747;24,854;0.8;10.3;11.2;0.9;3,422;4,929;54.5;16.8;38.8;1.5798;
[ 43.85280054043648 , 4.3505340587525225];9106;Nîmes;Nîmes;343905;145708;345931.5;53.52;9913;16629;24097;4303;8307;11418;14093;16629;19288;22265;26283;33347;7.75;59.69;27.62;6.13;6.57;12.4;;12.6;12.5;12.7;11.6;10.7;12.4;12.5;12.6;0;1850;10175;7532;50827;46105;116489;15078;131567;1.59;8.73;6.47;43.63;39.58;116489.00;15078.00;131567.00;304,156;343,915;1.2;166989;176926;94.4;87,851;79,138;111.0;16629;4303;152413;221,137;68.9;128,376;221,137;58.1;15,155;43,616;34.7;60,466;113,741;53.2;115,146;131,567;1.3;12.6;12.8;0.2;21,431;29,584;50.5;17.4;35.8;1.5552;
[ 43.427345468779976 , 3.4485768478704806];9107;Agde - Pézenas;Agde - Pézenas;77877;37592;83280;49.37;9856.5;15575;22361;4929;8481;11094;13349;15575;17898;20655;24448;31335.5;6.36;48.92;35.51;7.25;8.32;13.6;;13.5;14;14.2;12.9;12.3;14.8;15.2;15.4;1.9;489;1727;1957;8631;5998;18802;4715;23517;2.60;9.19;10.41;45.90;31.90;18802.00;4715.00;23517.00;64,291;77,878;1.9;41698;36180;115.3;17,309;24,389;71.0;15575;4929;30871;46,602;66.2;25,309;46,602;54.3;3,140;11,372;27.6;11,843;24,012;49.3;17,692;23,517;3.0;13.8;15.7;1.9;6,636;8,470;49.1;17.4;29.3;1.6711;
[ 43.46372613631704 , 2.9942042861887264];9108;Béziers;Béziers;215751;97890;219911;47.14;9305;15242;22107;3903;7849;10618;12977;15242;17657;20458;24139;30820;7.9;51.75;34.02;7.25;6.98;11.9;;12.4;12.5;12.4;11.9;11.6;13.8;14.2;14.4;2;1090;5107;4886;26208;22181;59472;11037;70509;1.83;8.59;8.22;44.07;37.30;59472.00;11037.00;70509.00;191,738;215,747;1.2;113139;102608;110.3;48,283;64,855;74.4;15242;3903;86707;129,965;66.7;72,633;129,965;55.9;9,361;30,509;30.7;34,328;66,590;51.6;63,813;70,509;1.0;11.8;14.6;2.8;14,085;19,071;49.2;16.8;37.0;1.6600;
